participant,trial_number,stimulus,trial_type,target_trial,surveillance_correct_response
165,1,stimuli/filler33.jpg,filler,FALSE,None
165,2,stimuli/filler5.jpg,filler,FALSE,None
165,3,stimuli/filler40.jpg,filler,FALSE,None
165,4,stimuli/filler9.jpg,filler,FALSE,None
165,5,stimuli/filler32.jpg,filler,FALSE,None
165,6,stimuli/filler4.jpg,filler,FALSE,None
165,7,stimuli/filler24.jpg,filler,FALSE,None
165,8,stimuli/filler25.jpg,filler,FALSE,None
165,9,stimuli/filler29.jpg,filler,FALSE,None
165,10,stimuli/blank.jpg,blank,FALSE,None
165,11,stimuli/cs1_neg7.jpg,CSUS,FALSE,None
165,12,stimuli/blank.jpg,blank,FALSE,None
165,13,stimuli/filler30.jpg,filler,FALSE,None
165,14,stimuli/filler52.jpg,filler,FALSE,None
165,15,stimuli/filler13.jpg,filler,FALSE,None
165,16,stimuli/filler23.jpg,filler,FALSE,None
165,17,stimuli/filler36.jpg,filler,FALSE,None
165,18,stimuli/filler11.jpg,filler,FALSE,None
165,19,stimuli/filler51.jpg,filler,FALSE,None
165,20,stimuli/blank.jpg,blank,FALSE,None
165,21,stimuli/cs2_pos7.jpg,CSUS,FALSE,None
165,22,stimuli/blank.jpg,blank,FALSE,None
165,23,stimuli/filler46.jpg,filler,FALSE,None
165,24,stimuli/filler26.jpg,filler,FALSE,None
165,25,stimuli/filler20.jpg,filler,FALSE,None
165,26,stimuli/filler34.jpg,filler,FALSE,None
165,27,stimuli/target5_5.jpg,target,TRUE,space
165,28,stimuli/filler16.jpg,filler,FALSE,None
165,29,stimuli/filler31.jpg,filler,FALSE,None
165,30,stimuli/blank.jpg,blank,FALSE,None
165,31,stimuli/cs1_neg12.jpg,CSUS,FALSE,None
165,32,stimuli/blank.jpg,blank,FALSE,None
165,33,stimuli/filler18.jpg,filler,FALSE,None
165,34,stimuli/filler39.jpg,filler,FALSE,None
165,35,stimuli/filler48.jpg,filler,FALSE,None
165,36,stimuli/filler8.jpg,filler,FALSE,None
165,37,stimuli/filler49.jpg,filler,FALSE,None
165,38,stimuli/filler19.jpg,filler,FALSE,None
165,39,stimuli/filler6.jpg,filler,FALSE,None
165,40,stimuli/blank.jpg,blank,FALSE,None
165,41,stimuli/cs2_pos8.jpg,CSUS,FALSE,None
165,42,stimuli/blank.jpg,blank,FALSE,None
165,43,stimuli/filler1.jpg,filler,FALSE,None
165,44,stimuli/filler38.jpg,filler,FALSE,None
165,45,stimuli/target5_8.jpg,target,TRUE,space
165,46,stimuli/target5_10.jpg,target,TRUE,space
165,47,stimuli/filler45.jpg,filler,FALSE,None
165,48,stimuli/filler7.jpg,filler,FALSE,None
165,49,stimuli/filler44.jpg,filler,FALSE,None
165,50,stimuli/blank.jpg,blank,FALSE,None
165,51,stimuli/cs1_neg9.jpg,CSUS,FALSE,None
165,52,stimuli/blank.jpg,blank,FALSE,None
165,53,stimuli/target5_2.jpg,target,TRUE,space
165,54,stimuli/filler50.jpg,filler,FALSE,None
165,55,stimuli/filler17.jpg,filler,FALSE,None
165,56,stimuli/filler41.jpg,filler,FALSE,None
165,57,stimuli/filler43.jpg,filler,FALSE,None
165,58,stimuli/filler47.jpg,filler,FALSE,None
165,59,stimuli/target5_7.jpg,target,TRUE,space
165,60,stimuli/blank.jpg,blank,FALSE,None
165,61,stimuli/cs2_pos20.jpg,CSUS,FALSE,None
165,62,stimuli/blank.jpg,blank,FALSE,None
165,63,stimuli/filler14.jpg,filler,FALSE,None
165,64,stimuli/target5_6.jpg,target,TRUE,space
165,65,stimuli/filler27.jpg,filler,FALSE,None
165,66,stimuli/filler3.jpg,filler,FALSE,None
165,67,stimuli/target5_4.jpg,target,TRUE,space
165,68,stimuli/filler22.jpg,filler,FALSE,None
165,69,stimuli/target5_9.jpg,target,TRUE,space
165,70,stimuli/blank.jpg,blank,FALSE,None
165,71,stimuli/cs1_neg18.jpg,CSUS,FALSE,None
165,72,stimuli/blank.jpg,blank,FALSE,None
165,73,stimuli/target5_3.jpg,target,TRUE,space
165,74,stimuli/filler15.jpg,filler,FALSE,None
165,75,stimuli/filler12.jpg,filler,FALSE,None
165,76,stimuli/filler10.jpg,filler,FALSE,None
165,77,stimuli/filler37.jpg,filler,FALSE,None
165,78,stimuli/filler28.jpg,filler,FALSE,None
165,79,stimuli/filler42.jpg,filler,FALSE,None
165,80,stimuli/blank.jpg,blank,FALSE,None
165,81,stimuli/cs2_pos3.jpg,CSUS,FALSE,None
165,82,stimuli/blank.jpg,blank,FALSE,None
165,83,stimuli/filler35.jpg,filler,FALSE,None
165,84,stimuli/target5_1.jpg,target,TRUE,space
165,85,stimuli/filler2.jpg,filler,FALSE,None
165,86,stimuli/filler21.jpg,filler,FALSE,None
